name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
The Hoyt Library,43.43031600000006,-83.93609299999997,,2000,"The Hoyt Library
The Saginaw Evening News declared the Hoyt Library “a noble institution” and “the pride of all Saginawians” when it opened in October 1890. The library was a gift to the people of Saginaw from New York businessman Jesse Hoyt (1815-1882), who had real estate and lumber interests in the Saginaw Valley. Hoyt’s Will set aside $100,000 for a public library here. After a national competition among leading architects, the Hoyt Trust chose the Boston architectural firm of Van Brunt and Howe. When the Richardsonian Romanesque-style building was completed, it exemplified modern library…",,,Saginaw,Saginaw
Saginaw and Gratiot County State Road / Saginaw and St. Louis Railroad,43.40796400000005,-84.47885099999996,,1996,"Saginaw and Gratiot County State Road
In 1867 goods for Gratiot and Isabella Counties were shipped from Detroit to St. Johns, then hauled by teams of horses to outlying settlements. In an effort to lessen the exorbitant transportation costs, the citizens of Saginaw and Gratiot Counties elected to build a thirty-two-mile-long plank road connecting Saginaw and St. Louis. In 1869 the state legislature chose Saginaw lumbermen Ammi Wright and William Glasby to construct the road. Wright served as president of the Gratiot Plank Road Company and Glasby as its contractor. By 1870 farmers, merchants,…",,,Gratiot,Breckenridge
Pioneer Cemetery,42.47685400000006,-83.26071099999996,,1989,"Pioneer Cemetery
Upon the death of his daughter in 1832, John Thomas donated part of his farm to the township to form a public burying ground. He gave an adjacent parcel to the Presbyterians, who built a church there in 1837. Although nonsectarian, the cemetery became known as the United Presbyterian Church Cemetery. All but seven graves date from the nineteenth century. One of Southfield’s first settlers, Isaac Heth, is buried here. The last interment was in 1926.",,,Oakland,Southfield
St. John's Church,43.00220200000007,-84.55367800099998,,1990,"St. John's Church
In 1858 twelve persons organized St. John’s Church. During the Civil War the membership dispersed; the congregation reorganized in 1864. They built their first church in 1867. Shortly after the close of Easter evening services in 1893 the church burned. Detroit architects Rogers and MacFarlane designed the present Neo-Gothic church, which was built the following year. The congregation celebrated the first service in the new church on Easter Sunday 1894.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1386/attachments/1477,,Clinton,St. Johns
First Congregational Church and Society,43.00054200000005,-84.17083099999996,4,1995,"First Congregational Church and Society
In 1840 thirteen people founded a Presbyterian congregation on the principles of opposition to slavery and “total abstinence from all intoxicating liquors as a beverage.” It was the first church established in Owosso. In 1853 the congregation reorganized as the First Congregational Church and Society, but continued to meet in a schoolhouse where it had worshipped for thirteen years. Two years later a small brick and frame church was erected on this site. It was razed in 1891 and replaced with the present building. Constructed in 1892 of fieldstones gath…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1387/attachments/2436,,Shiawassee,Owosso
The Hogue House,42.057179000000076,-86.38634999899995,,1995,"The Hogue House
In 1854 Robert Hogue (1846-1905) migrated from Pennsylvania to Pipestone Township with his family. At age seventeen, he began teaching in a local school. He attended Adrian College, later graduating from the University of Michigan before he resumed teaching in Berrien County. Soon after purchasing 170 acres of land in 1874, Hogue married Mary Rector. The Hogues built this house in the late nineteenth century. Modernized around 1940, the house retains many Victorian details. Robert Hogue held several township offices and served as postmaster and justice of the peace.",,,Berrien,Sodus
St. Paul's Episcopal Church,42.24542674600008,-84.40859844999994,4,1986,"St. Paul's Episcopal Church
On December 8, 1838, the founders of St. Paul’s Parish met and began the task of drafting the Articles of Organization for a “new Protestant society.” The Parish of St. Paul’s Church was officially established with the signing by twenty-two persons of the Articles of Organization on January 12, 1839. Its first house of worship, a small frame church completed at a cost of twenty-five hundred dollars by vestry member Lemuel S. House, was consecrated on October 20, 1840. By 1850 the group had outgrown its original home, and plans were begun to build a larger church. D…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1390/attachments/1481,,Jackson,Jackson
Royal Oak Woman's Club,42.48681600000003,-83.15129799999994,,1985,"Royal Oak Woman's Club
Erected in 1839, this building was originally a small frame Baptist church. The village purchased it for a town hall in 1914 and used it for municipal purposes until 1923, when the Royal Oak Woman’s Club acquired it. The club, founded in 1902 as a women’s study group, has relocated the structure twice. In 1923 when the building was remodeled as a Tudor-style structure, a cobblestone fireplace was installed. This is the oldest building in the city of Royal Oak.",,,Oakland,Royal Oak
Pere Marquette Railroad Depot,44.87860474000007,-85.27726291999994,4,2009,"Pere Marquette Rail Road Depot
In 1891-92 the Chicago and West Michigan Railway, precursor to the Pere Marquette Railroad, extended the line between Traverse City and Petoskey through Spencer Creek. William Alden Smith, the railway´s general counsel, advocated building the line through Spencer Creek, and in 1891 the town was renamed Alden in his honor. Its location aided travel and shipping between Chicago and Petoskey, supporting agriculture, lumbering and eventually tourism. The Pere Marquette built this depot in 1907 to replace one that burned in 1906. Northern Michigan newspapers called i…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1392/attachments/1484,,Antrim,Alden
Saint John Evangelical Lutheran Church,41.952747000000045,-83.66514799899994,,1994,"Saint John Evangelical Lutheran Church
In 1860 the Reverend A. D. Herzberger of Monroe chartered this church with twenty-two members. The predominantly German congregation worshipped in a  schoolhouse until the first church was completed in 1863. The present Gothic church, originally crowned with a 125-foot-high steeple, was dedicated on November 9, 1890. Two dedicatory services were held, one in German and the other in English. The last German service was held in 1945.",,,Monroe,Dundee
Tom Edison at Grand Trunk,42.998620000000074,-82.42599999999999,,1967,"Tom Edison at Grand Trunk
The Grand Trunk Railroad depot to the right is where twelve-year-old Tom Edison departed daily on the Port Huron-Detroit run. In 1859, the railroad’s first year of operation, Tom persuaded the company to let him sell newspapers and confections on the daily trips. He became so successful that he soon placed two newsboys on other Grand Trunk runs to Detroit. He made enough money to support himself and to buy chemicals and other experimental materials.",,,St. Clair,Port Huron
Lawrence Institute of Technology,42.474777000000074,-83.24843199999998,,1986,"Lawrence Institute of Technology
Lawrence Tech was chartered in 1932 by the Lawrence brothers, Russell E. and E. George. The college was located in Highland Park on Woodward Avenue until 1955, when the first building opened on this campus. Lawrence Tech, founded as an undergraduate college of engineering, later added programs in architecture, management, arts and science, and various technological fields. The college pioneered in scheduling evening programs for working students and in 1935 developed the four-quarter academic calendar. “Theory and Practice” has been the motto of the college si…",,,Oakland,Southfield
Hibbard Tavern,42.59467300000006,-83.60085299999997,,1980,"Hibbard Tavern
Aaron Phelps, pioneer settler and first postmaster of Milford, built this Greek Revival residence between 1836 and 1838. It was one of the first frame structures erected in the village. New York immigrant Ira Hibbard purchased the house and transformed it into a tavern in the early 1840s. It served the Milford community for many years as a tavern, stagecoach inn, and mail drop on the Pontiac-Howell stage line. During the 1860s the tavern was converted back into a private residence.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1396/attachments/1485,,Oakland,Milford
Gros Cap and St. Helena Island,45.870528000000036,-84.80548300099997,,1962,"Gros Cap and St. Helena Island
French fishermen who came to Gros Cap (on the shore below) early last century also participated in its offshore settlement, St. Helena Island, where ships obtained wood fuel and other supplies. There in 1850, Archie and Wilson Newton set up a fishing and shipping business. The community thrived for more than thirty years.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1397/attachments/2369,,Mackinac,Moran Township
Congregational United Church of Christ,42.28853000000004,-85.42009599999994,,1980,"Congregational United Church of Christ
This congregation has held services continually since 1832. In 1852 it was formally organized as an offshoot of the First Presbyterian Church of nearby Comstock. Later that year the church’s name was changed to the First Congregational Church. It became the Congregational United Church of Christ in 1960. This Greek Revival- Italianate structure, one of the oldest church buildings in Kalamazoo County, has been altered only slightly since it was built in 1861.",,,Kalamazoo,Galesburg
First United Methodist Church,42.78856300000007,-86.11048799999998,4,1986,"First United Methodist Church
When the Reverend Albertus Christiaan Van Raalte and the first Dutch settlers came to Michigan in February 1847, they were aided by two Methodists who had settled earlier in the Holland area. George Harrington Sr. brought the Dutch settlers from Allegan by ox cart; and Isaac Fairbanks welcomed them to his cabin, where they stayed during the building of their own log homes. Later, in 1861, Fairbanks and Harrington helped found the Holland Methodist Episcopal Church (now First United Methodist Church), which became the first English-speaking church organized in the…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1399/attachments/1487,,Ottawa,Holland
Menominee / Main Street Historic District,45.10781900000006,-87.60563899999994,,1996,"Menominee
French-Canadian voyager Louis Chaput (Chappee) came here during the late 1790s. Chaput, an agent for the American Fur Company, was the first white settler in Menominee, which was named for the Menominee Indians who inhabited this area. Within the next one hundred years Menominee developed into a prosperous city, built along the waterfront with money from a booming lumber industry. By 1890 twelve steam-powered lumber mills operated here. The fishing and paper industries and the production of pig iron contributed to a broadening economic base. By 1902 the population had reached thirty…",,,Menominee,Menominee
Hannah and Lay Mercantile Building,44.76418800000005,-85.62375699999996,6,2021,"Hannah and Lay Mercantile Building
In 1851, Perry Hannah, Albert Lay and James Morgan founded Hannah Lay & Co. in Chicago. The next year, they purchased a lumber camp at the mouth of the Boardman River. The company supplied timber to Chicago and goods to the lumber camp. It built this structure in 1883 to house Hannah & Lay Mercantile, also known as the “Big Store.” Designed by Robinson and Barnaby of Grand Rapids, and built of locally produced white Markham bricks, the store boasted Traverse City’s first elevators. It closed in 1928. Montgomery Ward operated in the building from 1928 to 1980…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1401/attachments/1490,,Grand Traverse,Traverse City
Big Rock Point/Big Rock Point Nuclear Power Plant,45.35890038000008,-85.19605635999994,,2007,"Big Rock Point
Consumers Power Company (later Consumers Energy) opened the Big Rock Point Nuclear Power Plant just west of here in 1962. It was the world´s first high- power density boiling water reactor, and the fifth commercial nuclear power plant in the U.S. The plant began as a research and development facility, with the first goal being to prove that nuclear power was economical. In addition to generating electricity, the reactor produced cobalt 60 that was used to treat an estimated 400,000 cancer patients. In 1991 the American Nuclear Society named the plant a Nuclear Historic Landmark…",,,Charlevoix,Charlevoix
Shiloh Baptist Church,42.94804700000003,-82.45668399999994,,2006,"Shiloh Baptist Church
On September 15, 1918, members of Port Huron’s African American community organized Shiloh Baptist Church in South Park, one of the city’s first black neighborhoods.  By the early 1920s, the church had acquired the current building from a white Baptist congregation.  Though the racial and ethnic composition of South Park has changed over time, the church came to be regarded as the symbolic center of Port Huron’s black population.",,,St. Clair,Port Huron
Portage Prairie United Methodist Church/Portage Prairie United Methodist Church,41.78311700000006,-86.34006599999998,,1989,"Portage Prairie United Methodist Church
In 1887 the Reverend J. A. Frye sparked a religious revival that inspired the construction of this Gothic Revival church. Embellished with oak details, the church cost seventy-two hundred dollars and was debt free upon its dedication. Its one hundred foot steeple was removed in 1919 due to severe electrical storms. Evangelical pioneers had worshipped in a log schoolhouse until 1859, when they built a yellow brick church. That structure was replaced by the present church.

Portage Prairie United Methodist Church
Persuaded by reports of good land from the…",,,Berrien,Niles
Territorial Road,42.217711000000065,-85.89523299999996,,1959,"Territorial Road
One of the three great east-west routes of pioneer days, the Territorial Road from Detroit to St. Joe tapped the rich lands of the second “tier” of counties. Approved in 1829, the road was not surveyed through Van Buren County until 1835. Although at first it was only a “blaze and a name,” the route soon was teeming with emigrants and travelers. The Dodge Tavern in Paw Paw, a famed stopping point, was so crowded at times that some weary persons, old-timers said, “offered a dollar for a post to lean against.”",,,Van Buren,Paw Paw
Douglass Houghton / Douglass Houghton,47.41265700000008,-88.29637500099994,5,2016,"Douglass Houghton
<div>Douglass Houghton, Michigan’s first State Geologist, was born in Troy, New York, on September 21, 1809. He studied under Amos Eaton at the Van Renssaeler Polytechnic School in Troy. In 1828 he graduated and became a professor of chemistry and natural history. In 1830 Michigan Territorial Governor Lewis Cass asked Eaton to recommend a public lecturer for chemistry and geology. Eaton chose Houghton, who moved to Detroit. In 1831 he became the surgeon and botanist for Henry Rowe Schoolcraft’s expedition to discover the source of the Mississippi River. During the trip, Houg…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1406/attachments/1494,,Keweenaw,Eagle River
Eastern Michigan College,42.24637300000006,-83.62234999999998,,1957,"Eastern Michigan College
Founded by legislative action in 1849 as the Michigan State Normal School, it was the first state teacher education school west of Albany. Its aim was to provide instruction “in the art of teaching and in all the various branches that pertain to a good common school education.” On this site the first building, old Pierce Hall, opened for classes in 1852. Built by the joint action of local citizens and the state, it stood here until 1948.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1407/attachments/1496,,Washtenaw,Ypsilanti
Hugh McCurdy / Hugh McCurdy Park,42.98232000000007,-84.12556499999994,5,1990,"Hugh McCurdy
Hugh McCurdy (1829-1908), a native of Scotland, immigrated with his parents to Birmingham, Michigan, in 1837. He first worked as a cooper’s apprentice, and after reading the law was admitted to the Michigan bar in 1854 and practised law in Pontiac. Soon after moving to Corunna in 1855, he was appointed Shiawassee County prosecutor. He was elected probate judge in 1860, state senator in 1864, and mayor of Corunna in 1880 and 1887. McCurdy established the First National Bank of Corunna in 1865. A member of the Free and Accepted Masons since 1850, he became grand master of the Grand…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1408/attachments/2439,,Shiawassee,Corunna
Battle Creek House,42.31906300000003,-85.18234399999994,3,1959,"Battle Creek House
The Battle Creek House, a stagecoach stop and the social and political hub of the settlement from 1836 to 1866, stood here. The balconied three-story inn was destroyed by a fire late in the 1860’s. In 1870 Daniel Reily put up a “solid brick” building housing stores, offices, and, from 1903 to 1931, the Central National Bank. It was known as the C. E. Thomas Block between 1892 and 1956. Remodeling by Peoples Savings and Loan Association in 1957 left the basic structure unchanged.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1409/attachments/1499,,Calhoun,Battle Creek
Branch County / Branch County Courthouse Site,41.93963000000008,-85.00104299999998,,1992,"Branch County
Branch County, named for John Branch, President Andrew Jackson’s secretary of the navy, was one of thirteen counties established by the Michigan Territorial Legislature in 1829. The village of Branch, located three miles southwest of Coldwater, was the original county seat, but in 1842 county commissioners decreed that the seat be moved to Coldwater. In 1848 a courthouse was erected on this site. The Chicago Road (now US-12) and the coming of the Michigan Southern Railroad in 1850 attracted settlers. During the 1850s and 1860s, Coldwater was a horse training and breeding center.…",,,Branch,Coldwater
Zion Lutheran Church,42.23918200000003,-83.97434199999998,,1994,"Zion Lutheran Church
Pioneer German families founded Zion Lutheran Church in 1865 as the western portion of Saint Thomas Lutheran parish. The congregation adopted its first constitution and dedicated this substantial Neo-Gothic building in 1867. The church was enlarged and remodeled in 1909, providing for a new altar, pulpit, sacristy, and art glass windows. On June 6, 1917, a tornado severely damaged the facade, roof, and steeple; however, repairs and the installation of a tracker organ were made in time for the fiftieth anniversary rededication in September. The interior was redecorated in…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1411/attachments/1500,,Washtenaw,Chelsea
Durand Union Station,42.90960309942414,-83.98259136245333,5,1987,"Durand Union Station
Designed by Detroit architects Spier and Rohns, the 239-foot-long Grand Trunk Western Union Depot originally featured a spacious waiting room, a popular dining room, a lunch counter, areas for baggage and express mail, and telegraph and railroad offices. It was built of Missouri granite brick and Bedford cut stone and originally roofed in slate. Later roofs were of red tile and in more recent years of asphalt. Once the largest station in outstate Michigan, the depot is also one of the largest in a small town anywhere in the United States. On March 27, 1960, Grand Trunk We…",,,Shiawassee,Durand
Alma College / Old Main Fire,43.379147000000046,-84.67018900099998,,2019,"Alma College
On October 26, 1886, the Presbyterian Synod of Michigan accepted gifts of thirty acres of land from Ammi W. Wright of Alma and $50,000 from Alexander Folsom of Bay City to establish Alma College.  The Synod resolved:  ""We will, with God´s help, establish and endow a college within our bounds.""  The college received its state charter on April 15, 1887.  It opened on September 14, 1887 with a religious service and welcome from the President, Reverend George F. Hunting.  There were thirty-five students:  nineteen men and sixteen women.

Old Main Fire
On the morning of March 10, 1969…",,www.alma.edu,Gratiot,Alma
Hamilton Grange Hall / Hamilton Fair,42.11355700000007,-86.05025799999999,,2002,"Hamilton Grange Hall
Local farmers organized Hamilton Grange No. 355 in 1874 and built this hall the following year. Lacking a town center, area residents congregated at the hall, which hosted elections and rallies as well as school programs, church services, funerals, lectures, and parties. By 1897 No. 355 was among the largest granges in the state and hosted annual fairs on land adjacent to the hall. When the grange disbanded in 1977, this building became the Hamilton Township Hall.

Hamilton Fair
vThe Hamilton Grange hosted the “Great Free Fair” annually from 1878 until around 1913 when th…",,,Van Buren,Decatur
Oscoda County / Oscoda County Courthouse,44.64945000000006,-84.12975999999998,,2001,"Oscoda County
Under the Saginaw Treaty of 1819, the Chippewa tribes ceded 6 million acres to the United States, including the land comprising present-day Oscoda County, which was set off from Alcona County in 1881 when its population reached the level where it could support a separate government. The name “Oscoda” comes from two Chippewa words, ossin meaning pebble and mushcoda meaning large prairie. The village of “Mioe” replaced Union Corners as the county seat in 1882 when John Randall, a town founder, offered a village lot as a site for the courthouse. By 1883 Mio’s fifty residents suppor…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1415/attachments/1502,,Oscoda,Mio
Rose City / The Big Fire,44.424295497429675,-84.11492038993495,5,2002,"Rose City
Named for the Rose family, which came to Ogemaw County around 1871.  Rose City originated as Churchill and was located one-half mile west of here. During the 1870s, Churchill consisted of a post office, a general store, a boardinghouse and settlers´ homes. William Rose had come from New York State, drawn to the pines and hardwoods available for lumbering, and built a sawmill along Houghton Creek. Rose´s son Allan, a Churchill merchant and the first postmaster, formed a lumber company with M.S. French of West Branch. In 1892 he persuaded the Detroit and Mackinac Railroad to build a b…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1416/attachments/2188,,Ogemaw,Rose City
Port Hope Chimney,43.94381200000004,-82.70904499999995,1,1962,"Port Hope Chimney
This chimney was built in 1858 by John Geltz. It is all that remains of the lumber mill established that year by William R. Stafford. Port Hope grew up around the mill. For a score of years this town was a center of lumbering in the Thumb. It also became an important producer of salt. In 1871 and again in 1881 the mill, the docks, and possessions of hundreds of people were destroyed by fire. This chimney is a monument to those pioneers who by their courage and industry developed this area.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1417/attachments/1503,,Huron,Port Hope
Maple RIver,42.937370000000044,-84.14374999999995,,1979,"Maple RIver
In 1837 four couples came to this area, known as Maple River, from Oakland County to claim their newly purchased acreage. They were soon followed by a dozen families. These pioneer farmers chose this vicinity because the very fertile land was well-adapted for grazing and crop production. The community church and octagonal schoolhouse were designed and built under the guidance of the Reverend George M. Reynolds, son of one of the pioneer settlers. Soon after several farm houses of Greek Revival design were constructed and the cemetery was established. Mr. Reynolds served for many y…",,,Shiawassee,Shiawassee Township
Eighteenth-Century Grist Mill Site,42.162802781274095,-83.14165089921939,1,1965,"Eighteenth-century Gristmill Site
From 1787 until about 1840 a horse-driven gristmill occupied the triangle of land north of Horsemill Road bounded by the river and Thorofare [sic].   Ten acres were cleared and enclosed as meadows for the mill horses. Equipped with “a pair of Stones 3 feet 3 inches in diameter,” the mill was erected by William Macomb at a cost of 628 British pounds. He also maintained a “Cyder Press” near the shore and a shipping wharf.",,,Wayne,Grosse Ile
Allegan County,42.52838500000007,-85.85115799999994,4,1962,"Allegan County
Allegan County’s name was coined by the noted student of the Indians, Henry Schoolcraft. The county was set off in 1831 and organized in 1835. Settlement of the county seat, Allegan, was promoted in 1835 by eastern capitalists who were attracted by the site’s sources of waterpower. For many years steamboats plied the Kalamazoo between here and Saugatuck. Extensive lumbering by the pioneers cleared the way for farm production in which the county has been a leader.",,,Allegan,Allegan
Frankenlust / St. Paul Evangelical Lutheran Church,43.563172000000066,-83.94267899999994,5,2000,"Frankenlust
<div>One of four colonies in Michigan settled by people from Franconia, Germany, Frankenlust was founded by Pastor Ferdinand Sievers and fourteen immigrants who established Saint Paul Evangelical Lutheran Church in June 1848. On July 4, they arrived at what is now St. Paul Cemetery. The Franconians built log houses along the south side of the Squaconning Creek and cleared the land for farming. They built a log church in 1849 and replaced it with a frame one in 1857. Originally part of Kochville Township, Saginaw County, the settlement petitioned the state legislature to become Fra…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1423/attachments/1506,,Bay,Bay City
Norwayne Subdivision / Norwayne Subdivision,42.29304900000005,-83.35544899999996,,2014,"Norwayne Subdivision
In 1942, the National Housing Agency designed and built the Norwayne Subdivision to provide rental housing for nearby WWII defense factory workers. It cost $12 million dollars and was then the largest public housing project in the Detroit area. Norwayne was home to employees of the Willow Run Bomber Plant, Bendix Aviation Corporation, Stinson Aircraft Corporation, and the Wayne County Asylum. It included two elementary schools, a shopping plaza, a fire station and a church. The schools offered daycare facilities for children whose mothers worked at the defense factories.…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1425/attachments/1511,,Wayne,Westland
Veterans Day Storm / Graveyard of Ships,43.777900000000045,-86.43285999999995,,1986,"Veterans Day Storm
The most disastrous day in the history of Lake Michigan shipping was Armistice (now Veterans) Day, November 11, 1940. With seventy-five-mile-per-hour winds and twenty-foot waves, a raging storm destroyed three ships and claimed the lives of fifty-nine seamen. Two freighters sank with all hands lost, and a third, the Novadoc, ran aground with the loss of two crew members. Bodies washed ashore throughout the day. As night fell, a heavy snow storm arrived. Rescue efforts by the Coast Guard and local citizens continued for three days after the storm. Three Pentwater fishermen w…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1426/attachments/1512,,Oceana,Pentwater
Houppert Winery,42.17351300000007,-85.84229899999997,,1999,"Houppert Winery
Grape growing began in Lawton in 1868 when A. B. Jones planted 100 vines. By 1900 many eastern Van Buren County farmers converted their land to vineyards. In 1903 the Lawton Vineyard Company built a winery on this site, which William C. Houppert purchased in 1933. The region’s grape production peaked in 1939. During the harvest the Houppert Winery took in 200 to 400 tons of grapes daily. On June 7, 1940, Houppert’s prosperity ended when fire destroyed the complex. Houppert rebuilt the winery, but he never recovered financially. In 1943 he sold the property to the predecessor o…",,,Van Buren,Lawton
First Congregational Church,43.425910000000044,-83.93850699999996,,1999,"First Congregational Church
Members of the First Congregational Church of Saginaw formally gathered in 1857. They laid the cornerstone of this Romanesque Revival church in 1867, and the church was completed the following year according to plans by Gordon W. Lloyd of Detroit. The sanctuary features stained glass windows by Tiffany and Company (installed in 1913), and A. J. Timler (installed in 1969). Between 1927 and 1957 the church expanded with the addition of the chapel, the fellowship hall, the classroom wing, and the Mary E. Dow House, designed by Midland architect Alden Dow. First Congre…",,,Saginaw,Saginaw
Biddle House/Agatha and Edward Biddle,45.848843000000045,-84.61947899999996,5,2021,"Biddle House
The Biddle House is one of the oldest structures on Mackinac Island, dating to the 1780s. It is an example of piece sur piece en coulisse construction, a frame structure with log infill fitted into slots. This French Canadian building style was popular in the Great Lakes region in the eighteenth century. The original log structure was later covered with lath and plaster inside and clapboard siding outside. Edward (1782-1859) and Agatha (1797-1873) Biddle acquired the house around 1830. Inside, they raised three children and hosted friends and relatives. After the Biddle family de…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1429/attachments/1514,,Mackinac,Mackinac Island
Sanford Stone/Weller House,42.81448400000005,-82.75613200099997,2,1999,"Sanford Stone
Sanford Stone (1828-1888) came to Richmond in 1843. In 1875 he platted “Sanford M. Stone’s Addition to the village of Richmond,” which included Jefferson and Washington Streets between Ferguson and Beebe. Stone held many public offices, including state representative, village president and county coroner. On this site in 1878, he built an Eastlake style house, which sported ornate chimneys and decorative trim in the gables, making it one of Richmond’s most elaborate buildings.

Weller House
Mabelle Streibig Weller purchased the former Sanford Stone House in 1920. Built in 1878 i…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1430/attachments/1518,,Macomb,Richmond
Congregational United Church of Christ,44.886689247693205,-84.30508354944254,4,1992,"Congregational United Church of Christ
Lewiston developed in 1891-92 around the Michelson and Hanson Lumber Company. Dr. U. H. Traver and George Tuxworth held the first religious meetings in the lumber camp. The Reverend A. M. Hills was sent by the Congregational Conference of Michigan to hold revival meetings, and on November 28, 1892, thirty people chartered the First Congregational Church. Two years later they built a church, which was incorporated over the years into the present one. The lumber mills ceased operating and the population declined around 1910. The congregation’s membership d…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1431/attachments/2432,,Montmorency,Lewiston
Orson Starr Home,42.51807000000008,-83.14564899899995,,1985,"Orson Starr Home
Orson Starr (1803-1873) and his wife, Rhoda Gibbs Starr (1806-1853), built this home in 1845. Five generations of the Starr family lived here until 1964. The house was purchased by the city of Royal Oak in 1976. Orson Starr came to this area in 1831 and began manufacturing cowbells in a factory located just north of this site. He continued this trade for forty years. The cowbells, products of Royal Oak’s first industry, were stamped with Starr’s trademark and are now prized by collectors.",,,Oakland,Royal Oak
Community Library,42.37689700000004,-85.45564799999994,,1987,"Community Library
The Ladies Library Association raised the funds to build this Classical Revival-style building, which was completed in 1910. After serving as a private library for thirty-eight years, it was sold first to the Richland Rural Agricultural School (1948) and then to the First Presbyterian Church (1959). In 1981 the Richland Community Library Board purchased it. Through a community fund-raising campaign, the building was renovated and became the public library for Richland Township in 1983.",,,Kalamazoo,Richland
American Museum of Magic,42.27218750900005,-84.95826747099994,3,1985,"American Museum of Magic
Presto-Change-O! From saloon to billiard parlor, to clothing store, to bakery, to museum, this edifice, built in 1868, has known many transformations. Since April Fools’ Day 1978 it has housed a unique collection that celebrates the magician’s arts of wonder and delight. Michigan’s link to magic is no illusion for nearby Colon, a center of magic manufacturing, which was once home to famed magician Harry Blackstone Sr. (1885-1965), whose memorabilia is displayed here.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1434/attachments/1523,,Calhoun,Marshall
Thomas Church/ Saint Thomas Cemetery,42.22547000000003,-83.92514599999998,,1994,"Thomas Church
In 1833 the Basel Mission Institute of Switzerland sent Friedrich Schmid as its first missionary to the United States. Schmid  is credited with founding some twenty churches in Michigan, including the Thomas Church. At first Thomas and Anna Roth hosted services in their home. In 1844 they sold land to the Thomas Church for a sanctuary. According to tradition the church was named for Thomas Roth. The present edifice comprises an 1874 church and 1965 additions. Services in German were held exclusively until 1935, then once per month until the late 1950s.

Saint Thomas Cemetery
In…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1436/attachments/1526,,Washtenaw,Freedom Township
David Whitney Building,42.33581600000008,-83.05031199999996,6,2016,"David Whitney Building
Opened in 1915, this building was named for David Whitney, Jr. (1830-1900), a Detroit lumber, real estate and shipping magnate. During construction, the Detroit Free Press called it the “finest in the country.” Daniel H. Burnham and Company designed the structure with retail on the first four floors, including clothing stores and jewelers. A central four-story atrium allowed light into the interior of the upper-floor offices, most of which were medical. When the Whitney family sold the building in 1966, more than three hundred doctors and dentists had offices here. The…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1437/attachments/1529,,Wayne,Detroit
